year,month,gov_gop,sen_gop,rep_gop,gov_dem,sen_dem,rep_dem,president,close,unemployment_rate
1997,aug,33,55,228,18,45,207,dem,NA,4.8
1997,sep,34,55,228,18,45,207,dem,NA,4.9
1997,oct,34,55,228,18,45,207,dem,NA,4.7
1997,nov,34,55,229,18,45,207,dem,NA,4.6
1997,dec,34,55,229,18,45,207,dem,NA,4.7
1998,jan,32,55,227,18,45,203,dem,NA,4.6
1998,feb,32,55,227,18,45,203,dem,NA,4.6
1998,mar,32,55,227,18,45,204,dem,NA,4.7
1998,apr,32,55,227,18,45,205,dem,NA,4.3
1998,may,32,55,227,18,45,205,dem,NA,4.4
1998,jun,32,55,227,18,45,206,dem,NA,4.5
1998,jul,32,55,228,18,45,206,dem,NA,4.5
1998,aug,32,55,228,18,45,206,dem,NA,4.5
1998,sep,32,55,228,18,45,206,dem,NA,4.6
1998,oct,32,55,228,18,45,206,dem,NA,4.5
1998,nov,32,55,228,18,45,206,dem,NA,4.4
1998,dec,32,55,228,18,45,206,dem,NA,4.4
1999,jan,31,55,223,17,45,210,dem,NA,4.3
1999,feb,31,55,223,17,45,210,dem,NA,4.4
1999,mar,31,55,222,17,45,210,dem,NA,4.2
1999,apr,31,55,222,17,45,210,dem,NA,4.3
1999,may,31,55,222,17,45,210,dem,NA,4.2
1999,jun,31,55,223,17,45,210,dem,NA,4.3
1999,jul,31,55,223,17,45,210,dem,NA,4.3
1999,aug,31,55,223,17,45,210,dem,NA,4.2
1999,sep,31,55,223,17,45,210,dem,NA,4.2
1999,oct,31,55,223,17,45,210,dem,NA,4.1
1999,nov,31,56,223,17,45,211,dem,NA,4.1
1999,dec,31,56,223,17,45,211,dem,NA,4
2000,jan,30,55,223,18,45,210,dem,1394.459961,4
2000,feb,30,55,223,18,45,210,dem,1366.420044,4.1
2000,mar,30,55,223,18,45,210,dem,1498.579956,4
2000,apr,30,55,223,18,45,210,dem,1452.430054,3.8
2000,may,30,55,223,18,45,210,dem,1420.599976,4
2000,jun,30,55,223,18,45,210,dem,1454.599976,4
2000,jul,30,55,223,18,45,210,dem,1430.829956,4
2000,aug,30,55,223,18,46,210,dem,1517.680054,4.1
2000,sep,30,55,223,18,46,210,dem,1436.51001,3.9
2000,oct,30,55,223,18,46,210,dem,1429.400024,3.9
2000,nov,30,55,223,19,46,210,dem,1314.949951,3.9
2000,dec,30,55,223,19,46,210,dem,1320.280029,3.9
2001,jan,29,49,220,19,50,211,gop,1366.01001,4.2
2001,feb,29,49,220,19,50,211,gop,1239.939941,4.2
2001,mar,29,49,220,19,50,211,gop,1160.329956,4.3
2001,apr,29,49,220,19,50,210,gop,1249.459961,4.4
2001,may,29,49,220,19,50,210,gop,1255.819946,4.3
2001,jun,29,49,221,19,50,210,gop,1224.380005,4.5
2001,jul,29,49,222,19,50,210,gop,1211.22998,4.6
2001,aug,29,49,222,19,50,210,gop,1133.579956,4.9
2001,sep,29,49,222,19,50,210,gop,1040.939941,5
2001,oct,30,49,222,19,50,210,gop,1059.780029,5.3
2001,nov,30,49,223,19,50,211,gop,1139.449951,5.5
2001,dec,30,49,223,19,50,211,gop,1148.079956,5.7
2002,jan,27,50,221,21,50,211,gop,1130.199951,5.7
2002,feb,27,50,221,21,50,211,gop,1106.72998,5.7
2002,mar,27,50,222,21,50,211,gop,1147.390015,5.7
2002,apr,27,50,222,21,50,211,gop,1076.920044,5.9
2002,may,27,50,222,21,50,211,gop,1067.140015,5.8
2002,jun,27,50,222,21,50,211,gop,989.820007,5.8
2002,jul,27,50,222,21,50,211,gop,911.619995,5.8
2002,aug,27,50,222,21,50,211,gop,916.070007,5.7
2002,sep,27,50,222,21,50,211,gop,815.280029,5.7
2002,oct,27,50,222,21,50,211,gop,885.76001,5.7
2002,nov,27,50,222,21,50,211,gop,936.309998,5.9
2002,dec,27,50,222,21,50,211,gop,879.820007,6
2003,jan,26,51,231,24,48,203,gop,855.700012,5.8
2003,feb,26,51,231,24,48,203,gop,841.150024,5.9
2003,mar,26,51,231,24,48,203,gop,848.179993,5.9
2003,apr,26,51,231,24,48,203,gop,916.919983,6
2003,may,26,51,231,24,48,203,gop,963.590027,6.1
2003,jun,26,51,231,24,48,203,gop,974.5,6.3
2003,jul,26,51,231,24,48,203,gop,990.309998,6.2
2003,aug,26,51,231,24,48,203,gop,1008.01001,6.1
2003,sep,26,51,231,25,48,203,gop,995.969971,6.1
2003,oct,26,51,231,25,48,203,gop,1050.709961,6
2003,nov,27,51,231,25,48,203,gop,1058.199951,5.8
2003,dec,27,51,231,25,48,203,gop,1111.920044,5.7
2004,jan,28,51,229,22,48,203,gop,1131.130005,5.7
2004,feb,28,51,229,22,48,203,gop,1144.939941,5.6
2004,mar,28,51,229,22,48,204,gop,1126.209961,5.8
2004,apr,28,51,229,22,48,204,gop,1107.300049,5.6
2004,may,28,51,229,22,48,204,gop,1120.680054,5.6
2004,jun,28,51,229,22,48,204,gop,1140.839966,5.6
2004,jul,29,51,229,22,48,204,gop,1101.719971,5.5
2004,aug,29,51,229,22,48,205,gop,1104.23999,5.4
2004,sep,29,51,229,22,48,205,gop,1114.579956,5.4
2004,oct,29,51,229,22,48,205,gop,1130.199951,5.5
2004,nov,29,51,229,23,48,205,gop,1173.819946,5.4
2004,dec,29,51,229,23,48,205,gop,1211.920044,5.4
2005,jan,28,54,232,22,45,201,gop,1181.27002,5.3
2005,feb,28,54,232,22,45,201,gop,1203.599976,5.4
2005,mar,28,54,232,22,45,202,gop,1180.589966,5.2
2005,apr,28,54,232,22,45,202,gop,1156.849976,5.2
2005,may,28,54,231,22,45,202,gop,1191.5,5.1
2005,jun,28,54,231,22,45,202,gop,1191.329956,5
2005,jul,28,54,231,22,45,202,gop,1234.180054,5
2005,aug,28,54,231,22,45,202,gop,1220.329956,4.9
2005,sep,28,54,232,22,45,202,gop,1228.810059,5
2005,oct,28,54,232,22,45,202,gop,1207.01001,5
2005,nov,28,54,232,22,45,202,gop,1249.47998,5
2005,dec,28,54,232,22,45,202,gop,1248.290039,4.9
2006,jan,28,54,231,22,45,201,gop,1280.079956,4.7
2006,feb,28,54,231,22,45,201,gop,1280.660034,4.8
2006,mar,28,54,231,22,45,201,gop,1294.869995,4.7
2006,apr,28,54,231,22,45,201,gop,1310.609985,4.7
2006,may,28,54,231,22,45,201,gop,1270.089966,4.6
2006,jun,28,54,231,22,45,201,gop,1270.199951,4.6
2006,jul,28,54,231,22,45,201,gop,1276.660034,4.7
2006,aug,28,54,231,22,45,201,gop,1303.819946,4.7
2006,sep,28,54,231,22,45,201,gop,1335.849976,4.5
2006,oct,28,54,231,22,45,201,gop,1377.939941,4.4
2006,nov,28,54,232,22,45,202,gop,1400.630005,4.5
2006,dec,28,54,232,22,45,202,gop,1418.300049,4.4
2007,jan,22,48,201,28,50,233,gop,1438.23999,4.6
2007,feb,22,48,201,28,50,233,gop,1406.819946,4.5
2007,mar,22,48,201,28,50,233,gop,1420.859985,4.4
2007,apr,22,48,201,28,50,233,gop,1482.369995,4.5
2007,may,22,48,201,28,50,232,gop,1530.619995,4.4
2007,jun,22,47,201,28,50,232,gop,1503.349976,4.6
2007,jul,22,48,201,28,50,232,gop,1455.27002,4.7
2007,aug,22,48,202,28,50,232,gop,1473.98999,4.6
2007,sep,22,48,202,28,50,233,gop,1526.75,4.7
2007,oct,22,48,202,28,50,233,gop,1549.380005,4.7
2007,nov,22,48,202,28,50,234,gop,1481.140015,4.7
2007,dec,22,48,202,28,50,234,gop,1468.359985,5
2008,jan,22,48,198,28,50,231,gop,1378.550049,5
2008,feb,22,48,198,28,50,231,gop,1330.630005,4.9
2008,mar,22,48,198,28,50,233,gop,1322.699951,5.1
2008,apr,22,48,198,28,50,234,gop,1385.589966,5
2008,may,22,48,199,28,50,235,gop,1400.380005,5.4
2008,jun,22,48,199,28,50,235,gop,1280,5.6
2008,jul,22,48,199,28,50,236,gop,1267.380005,5.8
2008,aug,22,48,199,28,50,236,gop,1282.829956,6.1
2008,sep,22,48,199,28,50,236,gop,1166.359985,6.1
2008,oct,22,48,199,28,50,236,gop,968.75,6.5
2008,nov,22,48,199,28,50,236,gop,896.23999,6.8
2008,dec,22,48,199,28,50,236,gop,903.25,7.3
2009,jan,22,40,179,28,57,254,dem,825.880005,7.8
2009,feb,22,40,179,28,57,254,dem,735.090027,8.3
2009,mar,22,40,179,28,57,253,dem,797.869995,8.7
2009,apr,22,40,179,28,57,254,dem,872.809998,9
2009,may,22,40,179,28,57,255,dem,919.140015,9.4
2009,jun,22,40,179,28,57,255,dem,919.320007,9.5
2009,jul,22,40,179,28,58,254,dem,987.47998,9.5
2009,aug,24,40,179,28,58,255,dem,1020.619995,9.6
2009,sep,24,41,179,28,58,255,dem,1057.079956,9.8
2009,oct,24,41,179,28,59,255,dem,1036.189941,10
2009,nov,24,41,179,28,59,257,dem,1095.630005,9.9
2009,dec,24,41,179,28,59,257,dem,1115.099976,9.9
2010,jan,24,41,178,26,57,255,dem,1073.869995,9.8
2010,feb,24,41,178,26,57,255,dem,1104.48999,9.8
2010,mar,24,41,178,26,57,253,dem,1169.430054,9.9
2010,apr,24,41,177,26,57,254,dem,1186.689941,9.9
2010,may,24,41,177,26,57,254,dem,1089.410034,9.6
2010,jun,24,41,178,26,57,255,dem,1030.709961,9.4
2010,jul,24,41,178,26,56,255,dem,1101.599976,9.4
2010,aug,24,41,178,26,57,255,dem,1049.329956,9.5
2010,sep,24,41,178,26,57,255,dem,1141.199951,9.5
2010,oct,24,41,178,26,57,255,dem,1183.26001,9.4
2010,nov,24,41,178,27,59,255,dem,1180.550049,9.8
2010,dec,24,41,178,27,59,255,dem,1257.640015,9.3
2011,jan,29,47,241,21,51,193,dem,1286.119995,9.2
2011,feb,29,47,241,21,51,193,dem,1327.219971,9
2011,mar,29,47,241,21,51,192,dem,1325.829956,9
2011,apr,29,47,241,21,51,192,dem,1363.609985,9.1
2011,may,29,47,240,21,51,192,dem,1345.199951,9
2011,jun,29,47,240,21,51,193,dem,1320.640015,9.1
2011,jul,29,47,240,21,51,192,dem,1292.280029,9
2011,aug,29,47,240,21,51,193,dem,1218.890015,9
2011,sep,29,47,242,21,51,193,dem,1131.420044,9
2011,oct,29,47,242,21,51,193,dem,1253.300049,8.8
2011,nov,29,47,242,21,51,193,dem,1246.959961,8.6
2011,dec,29,47,242,21,51,193,dem,1257.599976,8.5
2012,jan,29,47,242,21,51,192,dem,1312.410034,8.3
2012,feb,29,47,242,21,51,192,dem,1365.680054,8.3
2012,mar,29,47,242,21,51,191,dem,1408.469971,8.2
2012,apr,29,47,242,21,51,190,dem,1397.910034,8.2
2012,may,29,47,242,21,51,190,dem,1310.329956,8.2
2012,jun,29,47,242,21,51,191,dem,1362.160034,8.2
2012,jul,29,47,242,21,51,191,dem,1379.319946,8.2
2012,aug,29,47,242,21,51,191,dem,1406.579956,8
2012,sep,29,47,242,21,51,191,dem,1440.670044,7.8
2012,oct,29,47,242,21,51,191,dem,1412.160034,7.8
2012,nov,29,47,243,21,51,194,dem,1416.180054,7.7
2012,dec,29,47,243,21,51,194,dem,1426.189941,7.9
2013,jan,30,45,232,20,53,200,dem,1498.109985,8
2013,feb,30,45,232,20,53,200,dem,1514.680054,7.7
2013,mar,30,45,232,20,53,200,dem,1569.189941,7.5
2013,apr,30,45,232,20,53,201,dem,1597.569946,7.6
2013,may,30,45,233,20,53,201,dem,1630.73999,7.5
2013,jun,30,46,234,20,52,201,dem,1606.280029,7.5
2013,jul,30,46,234,20,52,201,dem,1685.72998,7.3
2013,aug,30,46,234,20,53,201,dem,1632.969971,7.2
2013,sep,30,46,234,20,53,201,dem,1681.550049,7.2
2013,oct,30,46,234,20,53,201,dem,1756.540039,7.2
2013,nov,30,46,234,20,54,201,dem,1805.810059,7
2013,dec,30,46,234,20,54,201,dem,1848.359985,6.7
2014,jan,29,45,232,21,53,200,dem,1782.589966,6.6
2014,feb,29,45,232,21,53,200,dem,1859.449951,6.7
2014,mar,29,45,233,21,53,199,dem,1872.339966,6.6
2014,apr,29,45,233,21,53,199,dem,1883.949951,6.2
2014,may,29,45,233,21,53,199,dem,1923.569946,6.3
2014,jun,29,45,233,21,53,199,dem,1960.22998,6.1
2014,jul,29,45,234,21,53,199,dem,1930.670044,6.2
2014,aug,29,45,234,21,53,199,dem,2003.369995,6.1
2014,sep,29,45,234,21,53,199,dem,1972.290039,5.9
2014,oct,29,45,234,21,53,199,dem,2018.050049,5.7
2014,nov,29,45,235,21,53,201,dem,2067.560059,5.8
2014,dec,29,45,235,21,53,201,dem,2058.899902,5.6
2015,jan,31,54,245,18,44,188,dem,1994.98999,5.7
2015,feb,31,54,245,18,44,188,dem,2104.5,5.5
2015,mar,31,54,245,18,44,188,dem,2067.889893,5.5
2015,apr,31,54,244,18,44,188,dem,2085.51001,5.4
2015,may,31,54,245,18,44,188,dem,2107.389893,5.5
2015,jun,31,54,246,18,44,188,dem,2063.110107,5.3
